Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2014-09-22,2014092200,21,4,3.0,03:31,4,211.0,42.0,NYJ,23.0,23.0,4,46,0.0,0.0,CHI,NYJ,(3:31) (Shotgun) J.Cutler sacked at NYJ 27 for -4 yards (M.Wilkerson). NYJ-M.Wilkerson was injured during the play.,1,-4,0,0,,,,0,0,,Sack,,00-0024226,0,,,0,0,1,,0,,,None,0,,,,None,0,,,,M.Wilkerson,,,,0,,,1,0,,0,,,,0,23.0,19.0,4.0,4.0,NYJ,CHI,0,None,3,3,3,3,3,0.192568997344208,0.035534674847713686,0.00011039027023199336,0.054377767314537334,0.3945310400665525,0.002484309107656816,0.3203928210490996,0.0,0.0,2.9438423094733017,-0.9376685824791972,,,0.1449623821262832,0.8550376178737168,0.17171863916059338,0.8282813608394066,0.8550376178737168,-0.026756257034310168,,,2014
2015-09-10,2015091000,3,1,3.0,06:26,7,3086.0,41.0,PIT,12.0,88.0,5,15,0.0,1.0,PIT,NE,(6:26) (Shotgun) B.Roethlisberger pass short left to A.Brown pushed ob at PIT 22 for 10 yards (D.McCourty).,1,10,0,0,,,,0,0,,Pass,B.Roethlisberger,00-0022924,1,Complete,Short,6,4,0,left,0,,,None,0,,,A.Brown,00-0027793,1,,,,D.McCourty,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,NE,PIT,0,None,3,3,3,3,3,0.012574410310397436,0.2578313372246885,0.012978114744012559,0.380334681449328,0.10941244851314992,0.0034469014581635067,0.22342210630026016,0.0,0.0,-1.5627071187497883,2.242197774035004,1.843997618960484,0.3982001550745198,0.5518383400349861,0.4481616599650139,0.4852139228880329,0.5147860771119671,0.4481616599650139,0.06662441714695322,0.05495783578406122,0.011666581362892005,2015
2014-12-07,2014120704,9,2,2.0,02:06,3,1926.0,32.0,BAL,24.0,76.0,4,34,0.0,0.0,BAL,MIA,(2:06) L.Taliaferro left tackle to BAL 37 for 13 yards (P.Wheeler).,1,13,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,L.Taliaferro,00-0031066,1,left,tackle,,None,0,,,,P.Wheeler,,,,0,,,0,0,,0,,,,0,0.0,10.0,-10.0,10.0,MIA,BAL,0,None,2,2,2,2,2,0.5533766717150576,0.0760869321760645,0.002024089563847671,0.10967148078154702,0.0959784354481007,0.0016517544023058554,0.16121063591307686,0.0,0.0,0.41970392541373336,0.9959296695268104,,,0.8132545749574791,0.18674542504252087,0.7806958621063196,0.2193041378936804,0.18674542504252087,0.032558712851159466,,,2014
2016-11-20,2016112005,17,4,2.0,00:03,1,3.0,5.0,KC,34.0,66.0,3,0,0.0,0.0,KC,TB,"(:03) (Shotgun) A.Smith pass short middle to A.Wilson to KC 38 for 4 yards. Lateral to T.Hill to KC 32 for -6 yards. Lateral to E.Fisher to KC 32 for no gain (L.David). FUMBLES (L.David), RECOVERED by TB-G.McCoy at KC 27.",1,4,0,0,,,,0,0,,Pass,A.Smith,00-0023436,1,Complete,Short,8,-4,0,middle,0,,,None,0,,,A.Wilson,00-0030669,1,,,,L.David,,,,1,TB,G.McCoy,0,0,,0,,,,0,17.0,19.0,-2.0,2.0,KC,TB,0,None,0,0,0,0,0,0.6973551531003921,0.03576744974979077,0.0010832738187537725,0.02532945905343784,0.12128461195754005,0.00047868400531839676,0.11870136831476726,0.0,0.0,0.9089456718256828,,-0.9089456718256828,,0.04398613957118378,0.9560138604288162,,,0.04398613957118378,,-0.04398613957118378,,2016
2017-11-12,2017111200,18,4,1.0,04:53,5,293.0,0.0,BUF,25.0,75.0,10,19,0.0,1.0,BUF,NO,(4:53) N.Peterman in at QB. (Shotgun) N.Peterman pass short right to D.Thompson pushed ob at BUF 35 for 10 yards (K.Crawley). Caught along sideline at BUF 35.,1,10,0,0,,,,0,0,,Pass,N.Peterman,00-0033958,1,Complete,Short,10,0,0,right,0,,,None,0,,,D.Thompson,00-0029388,1,,,,K.Crawley,,,,0,,,0,0,,0,,,,0,3.0,40.0,-37.0,37.0,BUF,NO,0,None,3,3,2,3,2,0.3713229108612534,0.09659907749404464,0.002580253273728999,0.14260157568201534,0.15238731654358126,0.0021545998468750953,0.2323542662985013,0.0,0.0,0.7947822446103033,0.6265507895452288,0.6265507895452288,0.0,1.9713940428096933e-06,0.9999980286059572,2.609769608088822e-06,0.999997390230392,1.9713940428096933e-06,6.38375565279129e-07,6.38375565279129e-07,0.0,2017
2009-12-07,2009120700,7,2,3.0,13:22,14,2602.0,4.0,GB,35.0,65.0,7,8,0.0,0.0,GB,BAL,"(13:22) (Shotgun) PENALTY on BAL-J.Johnson, Neutral Zone Infraction, 5 yards, enforced at GB 35 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,BAL,Neutral Zone Infraction,J.Johnson,5,3.0,0.0,3.0,3.0,GB,BAL,0,None,3,3,2,3,2,0.06281546958564625,0.16560829516715234,0.003120927959610015,0.2484860348469633,0.2204390969896396,0.00413198262834318,0.29539819282264546,0.0,0.0,0.4948996206347032,1.1932428951086758,,,0.5944895347095347,0.4055104652904653,0.6361139686440005,0.3638860313559995,0.5944895347095347,0.0416244339344658,,,2009
2017-12-10,2017121009,9,2,2.0,04:32,5,2072.0,37.0,DEN,39.0,61.0,17,6,0.0,0.0,DEN,NYJ,(4:32) (Shotgun) D.Booker up the middle to DEN 43 for 4 yards (J.Martin).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Booker,00-0032972,1,middle,,,None,0,,,,J.Martin,,,,0,,,0,0,,0,,,,0,10.0,0.0,10.0,10.0,DEN,NYJ,0,None,2,2,3,2,3,0.3316150573923595,0.09106173356773137,0.0014971962401994366,0.1366261564985434,0.19631481420383595,0.002536499626391778,0.24034854247093865,0.0,0.0,1.043894550487465,-0.376847357117865,,,0.8291411891822827,0.17085881081771725,0.8204766817405673,0.17952331825943268,0.8291411891822827,-0.00866450744171543,,,2017
2016-12-24,2016122400,4,1,1.0,07:43,8,3163.0,19.0,BUF,15.0,15.0,10,62,0.0,0.0,MIA,BUF,(7:43) J.Ajayi right end to BUF 10 for 5 yards (P.Brown).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Ajayi,00-0031590,1,right,end,,None,0,,,,P.Brown,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,BUF,MIA,0,None,3,2,3,2,3,0.0015199394901202487,0.027747177370465757,2.00614473558998e-05,0.04228060489348194,0.3850965569045565,0.002551047879204171,0.5407846120148154,0.0,0.0,4.566638161315304,-0.12280266098375048,,,0.3490600018853286,0.6509399981146714,0.3522001741734621,0.647799825826538,0.6509399981146714,-0.0031401722881334577,,,2016
2012-11-04,2012110407,9,2,2.0,00:24,1,1824.0,5.0,MIA,49.0,49.0,20,38,0.0,0.0,IND,MIA,(:24) (Shotgun) A.Luck pass incomplete short left to V.Ballard.,1,0,0,0,,,,0,0,,Pass,A.Luck,00-0029668,1,Incomplete Pass,Short,4,0,0,left,0,,,None,0,,,V.Ballard,00-0029547,0,,,,,,,,0,,,0,0,,0,,,,0,10.0,17.0,-7.0,7.0,IND,MIA,0,None,1,1,2,1,2,0.5643776827429445,0.03612287417087248,0.0006603463795153441,0.02677287511651957,0.2240116823996849,0.0006303537436307816,0.1474241854468325,0.0,0.0,1.4081656117268588,-0.36495679282250615,-0.17266762330550778,-0.1922891695169984,0.3162481461206945,0.6837518538793055,0.30351036850400626,0.6964896314959936,0.3162481461206945,-0.012737777616688206,-0.0060681514729818975,-0.0066696261437063096,2012
2017-12-10,2017121012,6,2,2.0,03:17,4,1997.0,38.0,DAL,4.0,4.0,3,67,0.0,1.0,NYG,DAL,"(3:17) (No Huddle) W.Gallman left tackle to DAL 1 for 3 yards (T.Crawford, S.Lee).",1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,W.Gallman,00-0033950,1,left,tackle,,None,0,,,,T.Crawford,S.Lee,,,0,,,0,0,,0,,,,0,3.0,3.0,0.0,0.0,NYG,DAL,0,None,3,3,2,3,2,0.10372841050684514,0.01546596588781527,1.2224469476061466e-05,0.02256924982160784,0.38250389601444507,0.0017572313296420536,0.4739630219701685,0.0,0.0,4.264360209140146,1.9825305495819456,,,0.644699735145063,0.35530026485493704,0.7136147579813156,0.2863852420186844,0.644699735145063,0.06891502283625263,,,2017
2013-12-12,2013121200,3,1,1.0,04:24,5,2964.0,22.0,DEN,49.0,51.0,10,27,0.0,0.0,DEN,SD,"(4:24) (No Huddle, Shotgun) K.Moreno left guard to SD 47 for 4 yards (J.Johnson).",1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Moreno,00-0026988,1,left,guard,,None,0,,,,J.Johnson,,,,0,,,0,0,,0,,,,0,7.0,3.0,4.0,4.0,DEN,SD,0,None,3,3,3,3,3,0.009946524387131615,0.08565241447839805,0.0005435266792480156,0.13022207723462062,0.3134837894269254,0.003374173979245978,0.4567774938144304,0.0,0.0,2.9750433355042465,-0.09178837266570694,,,0.7198900436613416,0.28010995633865843,0.7154302735981227,0.2845697264018773,0.7198900436613416,-0.0044597700632188495,,,2013
2013-10-13,2013101303,16,4,2.0,08:47,9,527.0,30.0,STL,41.0,41.0,4,5,0.0,0.0,HOU,STL,(8:47) A.Foster left tackle to STL 42 for -1 yards (M.Brockers).,1,-1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,A.Foster,00-0026796,1,left,tackle,,None,0,,,,M.Brockers,,,,0,,,0,0,,0,,,,0,12.0,30.0,-18.0,18.0,HOU,STL,0,None,2,2,2,2,2,0.09400696604778334,0.06035286765065405,0.00029900058775946735,0.08900710334850087,0.3137793793082451,0.0029087116069780173,0.4396459714500791,0.0,0.0,3.2199710337222576,-0.8826731552650866,,,0.05787087285978512,0.9421291271402148,0.04724380950450243,0.9527561904954976,0.05787087285978512,-0.010627063355282684,,,2013
2017-12-17,2017121709,9,3,1.0,12:05,13,1625.0,36.0,PIT,25.0,25.0,10,71,0.0,0.0,NE,PIT,(12:05) R.Burkhead left guard to PIT 19 for 6 yards (S.Spence).,1,6,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,R.Burkhead,00-0030288,1,left,guard,,None,0,,,,S.Spence,,,,0,,,0,0,,0,,,,0,10.0,17.0,-7.0,7.0,PIT,NE,0,None,3,3,3,3,3,0.0007373084629257376,0.0396297628549801,5.262788544331648e-05,0.0610787411240261,0.3722201266721463,0.002883960883492503,0.523397472116986,0.0,0.0,4.239664874398316,0.026102416152115282,,,0.6023661310907901,0.3976338689092099,0.6022338335436883,0.3977661664563117,0.3976338689092099,0.00013229754710181174,,,2017
2015-12-06,2015120611,16,4,3.0,09:16,10,556.0,42.0,SD,48.0,48.0,7,50,0.0,0.0,DEN,SD,(9:16) (Shotgun) B.Osweiler pass incomplete short right to B.Fowler [C.Liuget].,1,0,0,0,,,,0,0,,Pass,B.Osweiler,00-0029682,1,Incomplete Pass,Short,8,0,1,right,0,,,None,0,,,B.Fowler,00-0030670,0,,,,,,,,0,,,0,0,,0,,,,0,16.0,3.0,13.0,13.0,SD,DEN,0,None,3,3,3,3,3,0.11185695673124038,0.09973687059094648,0.000908247746002931,0.1514633482340874,0.3102727571744833,0.0038574713034776743,0.3219043482197617,0.0,0.0,1.83059310676528,-1.4665556354347378,1.640113139028531,-3.1066687744632686,0.0662122710565215,0.9337877289434784,0.08359696249791781,0.9164030375020822,0.9337877289434784,-0.017384691441396316,0.017046298402416005,-0.03443098984381232,2015
2016-10-27,2016102700,12,3,1.0,14:59,15,1799.0,1.0,JAX,25.0,75.0,10,12,0.0,1.0,JAX,TEN,(14:59) (Shotgun) B.Bortles pass short left to T.Yeldon pushed ob at JAX 37 for 12 yards (K.Byard).,1,12,0,0,,,,0,0,,Pass,B.Bortles,00-0031407,1,Complete,Short,-5,17,0,left,0,,,None,0,,,T.Yeldon,00-0032209,1,,,,K.Byard,,,,0,,,0,0,,0,,,,0,0.0,27.0,-27.0,27.0,TEN,JAX,0,None,3,3,3,3,3,0.0013792120420006036,0.16262467938524813,0.004440474996244624,0.25415833459774223,0.23308622630976136,0.003655540651571093,0.3406555320174319,0.0,0.0,0.8152951540220204,1.1133934673206978,-1.4746692558520498,2.5880627231727478,0.9945189264946178,0.005481073505382132,0.99135553477466,0.008644465225340089,0.005481073505382132,0.0031633917199579576,-0.0027039668831493487,0.005867358603107307,2016
2017-09-17,2017091708,1,1,4.0,13:37,14,3517.0,5.0,LAC,31.0,69.0,4,6,0.0,1.0,LAC,MIA,"(13:37) D.Kaser punts 49 yards to MIA 20, Center-M.Windt. J.Grant to MIA 18 for -2 yards (D.Watt).",1,-2,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,J.Grant,,D.Watt,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,LAC,MIA,0,None,3,3,3,3,3,0.0019436178979104425,0.25997994735774604,0.0050962289565460285,0.3930918298995747,0.11098598765904026,0.005357075741698318,0.22354531248748427,0.0,0.0,-1.6332858074104455,1.479463568560213,,,0.43291435305192977,0.5670856469480703,0.5137955255100177,0.4862044744899823,0.43291435305192977,0.08088117245808796,,,2017
2013-10-14,2013101400,6,1,2.0,00:59,1,2759.0,43.0,SD,48.0,52.0,2,22,0.0,0.0,SD,IND,(:59) (Shotgun) P.Rivers pass incomplete deep right to V.Brown.,1,0,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Incomplete Pass,Deep,32,0,0,right,0,,,None,0,,,V.Brown,00-0028020,0,,,,,,,,0,,,0,0,,0,,,,0,0.0,3.0,-3.0,3.0,SD,IND,0,None,3,3,3,3,3,0.02416439966886692,0.08635529518728705,0.0006522036453456929,0.1272222385401643,0.2874732754324567,0.003395494581007323,0.4707370929448719,0.0,0.0,3.013444503439785,-0.6955469701210166,1.4281403850390046,-2.1236873551600213,0.4750559924748051,0.5249440075251949,0.4380611372255817,0.5619388627744183,0.4750559924748051,-0.03699485524922341,0.04238759718701046,-0.07938245243623387,2013
2011-10-09,2011100901,24,4,4.0,13:36,14,816.0,6.0,HOU,20.0,80.0,10,0,0.0,1.0,HOU,OAK,"(13:36) B.Hartmann punts 52 yards to OAK 28, Center-J.Weeks. D.Moore to OAK 30 for 2 yards (D.Anderson). (The punt hang time was 4.70 seconds.)",1,2,0,0,,,,0,0,Clean,Punt,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,D.Moore,,D.Anderson,,,,0,,,0,0,,0,,,,0,17.0,19.0,-2.0,2.0,HOU,OAK,0,None,2,2,1,2,1,0.07067195582006723,0.284068310306166,0.007799000763408166,0.4007403799007983,0.06574729930316603,0.004267876204895182,0.16670517770149915,0.0,0.0,-2.3002716975211204,0.8212032293479701,,,0.32021315327513844,0.6797868467248616,0.37709944408988416,0.6229005559101158,0.32021315327513844,0.05688629081474573,,,2011
2014-12-08,2014120800,19,4,2.0,04:20,5,260.0,6.0,ATL,34.0,66.0,10,29,0.0,1.0,ATL,GB,(4:20) (Shotgun) M.Ryan pass deep middle to R.White to GB 37 for 29 yards (T.Williams; H.Clinton-Dix).,1,29,0,0,,,,0,0,,Pass,M.Ryan,00-0026143,1,Complete,Deep,16,13,0,middle,0,,,None,0,,,R.White,00-0023462,1,,,,T.Williams,H.Clinton-Dix,,,0,,,0,0,,0,,,,0,30.0,43.0,-13.0,13.0,GB,ATL,0,None,3,1,3,1,3,0.3686055571502396,0.09285877302215503,0.001779030419348811,0.13751992915634126,0.16745403405623496,0.0023881192553735302,0.2293945569403068,0.0,0.0,0.8681263552620481,2.237043175136271,1.508523713781828,0.728519461354443,0.9520930283604792,0.04790697163952081,0.9291655476565884,0.07083445234341157,0.04790697163952081,0.022927480703890744,0.017040059790001595,0.005887420913889149,2014
2014-11-23,2014112308,20,4,1.0,05:04,6,304.0,24.0,SD,24.0,24.0,10,60,0.0,0.0,STL,SD,"(5:04) (Shotgun) S.Hill pass short right to B.Cunningham to SD 20 for 4 yards (T.Williams, E.Weddle).",1,4,0,0,,,,0,0,,Pass,S.Hill,00-0020679,1,Complete,Short,-5,9,0,right,0,,,None,0,,,B.Cunningham,00-0029795,1,,,,T.Williams,E.Weddle,,,0,,,0,0,,0,,,,0,16.0,20.0,-4.0,4.0,SD,STL,0,None,3,3,3,3,3,0.12223073997752545,0.030679078209576924,3.7619916517599655e-05,0.0449700084439505,0.3253743131489356,0.0022702029781462513,0.4744380373253476,0.0,0.0,3.8948270731111134,-0.19956644107299185,-0.7774845213297312,0.5779180802567394,0.5152633348166951,0.484736665183305,0.5240950990101266,0.4759049009898734,0.484736665183305,-0.008831764193431568,-0.039479030286955485,0.030647266093523917,2014
2009-12-06,2009120603,22,4,1.0,05:23,6,323.0,40.0,CIN,35.0,35.0,10,22,0.0,0.0,DET,CIN,(5:23) (Shotgun) K.Smith right guard to CIN 30 for 5 yards (R.Geathers; C.Ndukwe).,1,5,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Smith,00-0026204,1,right,guard,,None,0,,,,R.Geathers,C.Ndukwe,,,0,,,0,0,,0,,,,0,7.0,22.0,-15.0,15.0,CIN,DET,0,None,3,3,3,3,3,0.15419915782371252,0.04253999557835197,0.00010141946867356788,0.06250170779634792,0.2987121877963378,0.002430703913768671,0.4395148276228075,0.0,0.0,3.4122669843293654,-0.06454728472094606,,,0.9321481027731736,0.06785189722682644,0.9407246090803214,0.05927539091967859,0.06785189722682644,-0.008576506307147845,,,2009
2010-10-17,2010101704,9,2,1.0,00:43,1,1843.0,0.0,HOU,30.0,30.0,10,36,0.0,0.0,KC,HOU,(:43) T.Jones up the middle to HOU 27 for 3 yards (A.Ogunleye; B.Cushing).,1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,T.Jones,00-0019641,1,middle,,,None,0,,,,A.Ogunleye,B.Cushing,,,0,,,0,0,,0,,,,0,7.0,7.0,0.0,0.0,HOU,KC,0,None,2,3,2,3,2,0.37244118168278895,0.021174328325847137,7.19843764575491e-05,0.01524405958779976,0.3177233355217405,0.0006556842862363053,0.27268942621912984,0.0,0.0,2.6929319878265483,-0.16190391162078166,,,0.4100284033233882,0.5899715966766118,0.41523062898982266,0.5847693710101773,0.5899715966766118,-0.005202225666434468,,,2010
2015-11-22,2015112209,20,4,2.0,08:01,9,481.0,40.0,CIN,8.0,8.0,8,4,1.0,0.0,ARI,CIN,"(8:01) C.Palmer sacked at CIN 16 for -8 yards (M.Johnson). FUMBLES (M.Johnson), recovered by ARI-L.Sendlein at CIN 14. L.Sendlein to CIN 14 for no gain (M.Johnson).",1,-8,0,0,,,,0,0,,Sack,,00-0021429,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,M.Johnson,,,,1,ARI,L.Sendlein,1,0,,0,,,,0,28.0,21.0,7.0,7.0,ARI,CIN,0,None,1,1,3,1,3,0.03013182240708121,0.01389349508408628,1.8626338335458785e-05,0.016047511723609232,0.3980667858420496,0.0016102058239537195,0.5402315527808844,0.0,0.0,4.8249913186460525,-1.1447263549690123,,,0.9097262344385124,0.09027376556148757,0.8963324078280868,0.10366759217191324,0.9097262344385124,-0.013393826610425652,,,2015
2014-09-21,2014092110,8,3,2.0,13:02,14,1682.0,42.0,SF,29.0,71.0,13,14,0.0,0.0,SF,ARI,(13:02) (Shotgun) C.Kaepernick pass short right to S.Johnson to SF 34 for 5 yards (J.Powers).,1,5,0,0,,,,0,0,,Pass,C.Kaepernick,00-0027974,1,Complete,Short,1,4,0,right,0,,,None,0,,,S.Johnson,00-0026364,1,,,,J.Powers,,,,0,,,0,0,,0,,,,0,14.0,6.0,8.0,8.0,ARI,SF,0,None,3,3,3,3,3,0.00209612580974588,0.1766120994813394,0.004590972521745153,0.27728860423436463,0.2336670211187273,0.004016141978137421,0.3017290348559403,0.0,0.0,0.34109811817597807,-0.2456689181153009,-0.893803418633202,0.6481345005179011,0.2283464228488187,0.7716535771511813,0.23592697332329504,0.7640730266767048,0.7716535771511813,-0.0075805504744763655,-0.028025895974229,0.020445345499752632,2014
2010-09-12,2010091206,12,2,2.0,01:22,2,1882.0,0.0,NYG,27.0,73.0,3,7,0.0,0.0,NYG,CAR,(1:22) (Shotgun) E.Manning pass incomplete short left to H.Nicks.,1,0,0,0,,,,0,0,,Pass,E.Manning,00-0022803,1,Incomplete Pass,Short,3,0,0,left,0,,,None,0,,,H.Nicks,00-0027005,0,,,,,,,,0,,,0,0,,0,,,,0,7.0,9.0,-2.0,2.0,NYG,CAR,0,None,2,2,3,2,3,0.6699876704529232,0.04820070982153751,0.002047871616569602,0.03418383891887818,0.1218866654955275,0.0005504239320984383,0.12314281976246562,0.0,0.0,0.8407758375581397,-0.23471780262382905,0.17131139185890898,-0.406029194482738,0.4683807977140019,0.5316192022859981,0.4608941323061871,0.539105867693813,0.4683807977140019,-0.0074866654078147845,0.0053956650586837185,-0.012882330466498504,2010
2017-12-17,2017121704,6,1,4.0,01:35,2,2795.0,42.0,CIN,35.0,35.0,7,3,0.0,0.0,MIN,CIN,"(1:35) (Field Goal formation) K.Forbath 53 yard field goal is GOOD, Center-K.McDermott, Holder-R.Quigley.",1,0,1,0,,,,0,0,,Field Goal,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,Good,53.0,0,,,0,0,,0,,,,0,13.0,0.0,13.0,13.0,MIN,CIN,0,None,3,3,3,3,3,0.008824663777521063,0.11187926553496164,0.0012930763277906225,0.16467719267322153,0.655791457703829,0.0003440863621646021,0.057190257620511574,0.0,0.0,0.8774300512063803,2.12256994879362,,,0.8732878908148326,0.1267121091851674,0.9005061151864288,0.09949388481357124,0.8732878908148326,0.02721822437159616,,,2017
2015-10-18,2015101802,3,1,1.0,09:06,10,3246.0,43.0,PIT,7.0,7.0,7,44,1.0,0.0,ARI,PIT,(9:06) C.Johnson left tackle to PIT 3 for 4 yards (A.Blake).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Johnson,00-0026164,1,left,tackle,,None,0,,,,A.Blake,,,,0,,,0,0,,0,,,,0,0.0,0.0,0.0,0.0,PIT,ARI,0,None,2,3,2,3,2,0.0005667509696476116,0.012391450202249259,8.03500942271609e-06,0.014687019365605085,0.3072133083162621,0.0016713806526746642,0.6634620554841386,0.0,0.0,5.429217518458277,0.17214694213948256,,,0.34943968533510394,0.6505603146648961,0.341928848039188,0.658071151960812,0.6505603146648961,0.007510837295915952,,,2015
2014-11-16,2014111601,3,1,,03:16,4,2896.0,5.0,CHI,2.0,2.0,0,63,0.0,0.0,MIN,CHI,"B.Walsh extra point is GOOD, Center-C.Loeffler, Holder-J.Locke.",1,0,1,0,Made,,,0,0,,Extra Point,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,0,,,,0,9.0,0.0,9.0,9.0,CHI,MIN,0,None,2,3,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907954004544308,0.0,0.9907954004544308,0.00920459954556907,,,0.20662851710324714,0.7933714828967529,0.204183162903506,0.795816837096494,0.7933714828967529,0.0024453541997411232,,,2014
2015-12-14,2015121400,10,2,1.0,05:49,6,2149.0,13.0,NYG,10.0,90.0,10,19,0.0,1.0,NYG,MIA,"(5:49) E.Manning pass incomplete deep right to O.Beckham Jr. [D.Shelby]. PENALTY on NYG-O.Beckham Jr., Offensive Pass Interference, 5 yards, enforced at NYG 10 - No Play.",1,0,0,0,,,,0,0,,No Play,E.Manning,None,1,Incomplete Pass,Deep,0,0,0,right,0,,,None,0,,,O.Beckham Jr,None,0,,,,,,,,0,,,0,0,,1,NYG,Offensive Pass Interference,O.Beckham Jr,5,10.0,14.0,-4.0,4.0,MIA,NYG,0,None,3,3,3,3,3,0.3816134454161281,0.1276152035903256,0.008443654239545273,0.18920431843728586,0.11450875992718808,0.002000984627552348,0.1766136337619746,0.0,0.0,-0.1403394629405772,-0.42081220711384,,,0.6379555749037107,0.36204442509628937,0.6526705648410237,0.34732943515897635,0.36204442509628937,-0.014714989937313015,,,2015
2012-09-30,2012093011,6,2,3.0,12:03,13,2523.0,8.0,TB,26.0,26.0,11,67,0.0,0.0,WAS,TB,"(12:03) (Shotgun) R.Griffin pass short middle to L.Hankerson to TB 23 for 3 yards (E.Biggers, R.Barber).",1,3,0,0,,,,0,0,,Pass,R.Griffin,00-0029665,1,Complete,Short,0,3,0,middle,0,,,None,0,,,L.Hankerson,00-0028017,1,,,,E.Biggers,R.Barber,,,0,,,0,0,,0,,,,0,7.0,3.0,4.0,4.0,TB,WAS,0,None,2,3,2,3,2,0.03393106465213307,0.05556280761907628,0.00019981617470185063,0.08805340219849661,0.4927467165028809,0.003964291046217191,0.3255419018064942,0.0,0.0,2.981500173650428,-0.8194077547202263,-0.9697320150727152,0.1503242603524888,0.3066288424758423,0.6933711575241577,0.33612240993790665,0.6638775900620933,0.6933711575241577,-0.02949356746206433,-0.034737627620732736,0.0052440601586684074,2012
2016-10-30,2016103008,12,2,2.0,07:23,8,2243.0,34.0,DEN,37.0,63.0,5,8,0.0,0.0,DEN,SD,(7:23) D.Booker right guard to DEN 40 for 3 yards (B.Mebane).,1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,D.Booker,00-0032972,1,right,guard,,None,0,,,,B.Mebane,,,,0,,,0,0,,0,,,,0,9.0,7.0,2.0,2.0,DEN,SD,0,None,3,3,3,3,3,0.20764895076524872,0.10227080252600876,0.001515852324501729,0.1503440436162005,0.21357613447190896,0.002945957358898489,0.3216982589372329,0.0,0.0,1.536255713153721,-0.06741639544445421,,,0.6058258290389115,0.3941741709610885,0.6053930735966159,0.3946069264033841,0.6058258290389115,-0.00043275544229559587,,,2016
